Paper title,Paper eid,Paper doi,Citing paper title,Citing paper eid,Citing paper doi
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,An Approach to Construct Final Random System with Output,2-s2.0-85145206016,10.1007/978-3-031-20834-8_1
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Techniques for Continuous Touch-Based Authentication,2-s2.0-85145193243,10.1007/978-3-031-21280-2_23
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Analysis of Data Micro-governance in Full Life Cycle Management of the Leased Assets,2-s2.0-85145188859,10.1007/978-3-031-23498-9_7
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Optimal Generic Attack Against Basic Boneh-Boyen Signatures,2-s2.0-85145187895,10.1007/978-3-031-21280-2_28
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Secure Human Identification Protocol with Human-Computable Passwords,2-s2.0-85145184206,10.1007/978-3-031-21280-2_25
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,"Performance Evaluation of Raspberry Pi 4B Microcomputer: Case Studies on MPICH Cluster, VMware ESXi ARM Fling, and Windows 11 ARM OS",2-s2.0-85145181319,10.1007/978-3-031-20834-8_10
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Differential Cryptanalysis of Salsa20 Based on Comprehensive Analysis of PNBs,2-s2.0-85145179452,10.1007/978-3-031-21280-2_29
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Performance Evaluation of Post-Quantum TLS 1.3 on Resource-Constrained Embedded Systems,2-s2.0-85145173374,10.1007/978-3-031-21280-2_24
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Blockchain-Based Confidential Payment System with Controllable Regulation,2-s2.0-85145169671,10.1007/978-3-031-21280-2_3
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Improved Division Property for Ciphers with Complex Linear Layers,2-s2.0-85145021980,10.1007/978-3-031-22301-3_6
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Multi-signatures for ECDSA and Its Applications in Blockchain,2-s2.0-85145021561,10.1007/978-3-031-22301-3_14
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,PNB-Focused Differential Cryptanalysis of ChaCha Stream Cipher,2-s2.0-85145021199,10.1007/978-3-031-22301-3_3
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Resumable Zero-Knowledge for Circuits from Symmetric Key Primitives,2-s2.0-85145020673,10.1007/978-3-031-22301-3_19
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Improved Differential Attack on Round-Reduced LEA,2-s2.0-85145020024,10.1007/978-3-031-22301-3_4
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Handle the Traces: Revisiting the Attack on ECDSA with EHNP,2-s2.0-85145019748,10.1007/978-3-031-22301-3_8
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Chosen Ciphertext Secure Keyed Two-Level Homomorphic Encryption,2-s2.0-85145019014,10.1007/978-3-031-22301-3_11
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,DeChain: A Blockchain Framework Enhancing Decentralization via Sharding,2-s2.0-85145018718,10.1007/978-3-031-22301-3_23
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Speeding-Up Parallel Computation of Large Smooth-Degree Isogeny Using Precedence-Constrained Scheduling,2-s2.0-85145017888,10.1007/978-3-031-22301-3_16
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Copyright and AI: Are Extant Laws Adequate?,2-s2.0-85144827383,10.1007/978-3-031-23501-6_9
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Distributed Parallel Bootstrap Adaptive Algebraic Multigrid Method,2-s2.0-85144824075,10.1007/978-3-031-22941-1_7
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Disproportionate Subgroup Impacts and Other Challenges of Fairness in Artificial Intelligence for Medical Image Analysis,2-s2.0-85144821716,10.1007/978-3-031-23223-7_2
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,"Vertebrae Localization, Segmentation and Identification Using a Graph Optimization and an Anatomic Consistency Cycle",2-s2.0-85144818442,10.1007/978-3-031-21014-3_32
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Impact of Work from Home During Covid-19 on the Socio-economic Status of India,2-s2.0-85144817733,10.1007/978-3-031-22915-2_9
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,INTELIAPP: An Application to Detect the Different Intelligence and Cognitive Abilities in Public High School Students to Develop a Better Appropriation of Knowledge,2-s2.0-85144633980,10.1007/978-3-031-19682-9_26
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Effects of Virtual Reality on School Students’ Learning in Safety Education: A Meta-analysis,2-s2.0-85144633347,10.1007/978-3-031-19682-9_17
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Global Corporate Performance Measurement Model Through the Integration of Six Sigma and Balanced Scorecard. Application in the Poultry Industry,2-s2.0-85144633194,10.1007/978-3-031-20316-9_30
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,SAME: Sampling Attack in Multiplex Network Embedding,2-s2.0-85144632600,10.1007/978-3-031-22137-8_25
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,A Study of the Effectiveness of Correction Factors for Log Transforms in Ensemble Models,2-s2.0-85144631831,10.1007/978-3-031-22137-8_35
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,"ICT as a Resource for the Professional Training of Drivers. Education and Training School for Professional Drivers, Pelileo-Ecuador",2-s2.0-85144631246,10.1007/978-3-031-19682-9_51
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,A Cricket-Based Selection Hyper-Heuristic for Many-Objective Optimization Problems,2-s2.0-85144630191,10.1007/978-3-031-22137-8_23
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,A Quality Metric for K-Means Clustering Based on Centroid Locations,2-s2.0-85144629882,10.1007/978-3-031-22137-8_16
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Smart Hospitality: Opportunities and Challenges from Stakeholder Perspective in Santa Elena Province,2-s2.0-85144629867,10.1007/978-3-031-20316-9_8
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Smart Tourism: How Can We Count on Digital in the Recovery of Post-covid Tourism in Portugal,2-s2.0-85144629836,10.1007/978-3-031-20316-9_18
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Application of a Mixed Methodology to Evaluate the Interactions of Adolescents with YouTube in the Framework of Comprehensive Sexual Education,2-s2.0-85144627009,10.1007/978-3-031-19682-9_18
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,A Study and Comparative Analysis of the Intelligent Park Operation Platform,2-s2.0-85144623085,10.1007/978-3-031-19682-9_73
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,A Survey on Phishing Website Detection Using Deep Neural Networks,2-s2.0-85144620103,10.1007/978-3-031-19682-9_87
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Density Estimation in High-Dimensional Spaces: A Multivariate Histogram Approach,2-s2.0-85144619873,10.1007/978-3-031-22137-8_20
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,A Method to Check that Participants Really are Imagining Artificial Minds When Ascribing Mental States,2-s2.0-85144619771,10.1007/978-3-031-19682-9_59
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Cycles Improve Conditional Generators: Synthesis and Augmentation for Data Mining,2-s2.0-85144617159,10.1007/978-3-031-22137-8_26
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,The Sound of Travelers: Analysing Online Travel Podcasts Interest Communities,2-s2.0-85144615620,10.1007/978-3-031-19682-9_49
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Human Factor Issues in Remote Operator of Automated Driving System for Services - One Operator to N Units of Automated Vehicles in Automated Vehicle Services -,2-s2.0-85144615341,10.1007/978-3-031-19682-9_47
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Risk Training Tool on Structured Knowledge for Risk Management,2-s2.0-85144614979,10.1007/978-3-031-19682-9_37
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,On Designing a Compact Two-Way Differential Power Divider/Combiner Based on a SiGe BiCMOS Process for Automotive Radar Applications Using FEM Simulators,2-s2.0-85144612556,10.1007/978-3-031-20316-9_17
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Comparing Twitter Sentiment and United States COVID-19 Vaccination Rates,2-s2.0-85144609555,10.1007/978-3-031-19682-9_2
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Smart Technologies in Tourist Destination Marketing: A Literature Review,2-s2.0-85144606163,10.1007/978-3-031-20316-9_22
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Understanding Users’ Deepfake Video Verification Strategies,2-s2.0-85144605792,10.1007/978-3-031-19682-9_4
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Micro-influencer Marketing Beauty Brand on Social Media,2-s2.0-85144601872,10.1007/978-3-031-19682-9_6
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Understanding the Patients’ Adoption and Usage of AI Solution in Mental Health: A Scoping Review,2-s2.0-85144601352,10.1007/978-3-031-19682-9_85
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,A Hybrid Model for Demand Forecasting Based on the Combination of Statistical and Machine Learning Methods,2-s2.0-85144600720,10.1007/978-3-031-22137-8_33
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Exploring COVID-19 Technological Impacts on Portuguese Hotel Chains– CEO´s Perspective,2-s2.0-85144600010,10.1007/978-3-031-20316-9_11
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,HCI Strategies for Informing the Design of a Teacher Dashboard: How Might Real-Time Situational Data Determine the Potential for Technological Support in the Classroom?,2-s2.0-85144599690,10.1007/978-3-031-19682-9_21
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Human-Centered Learning Engineering for the Emerging Intelligence Augmentation Economy,2-s2.0-85144599640,10.1007/978-3-031-19682-9_78
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Motion Inspired Unsupervised Perception and Prediction in Autonomous Driving,2-s2.0-85142726745,10.1007/978-3-031-19839-7_25
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Updatable NIZKs from Non-Interactive Zaps,2-s2.0-85142698558,10.1007/978-3-031-20974-1_2
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,More Efficient Verifiable Functional Encryption,2-s2.0-85142668706,10.1007/978-3-031-20917-8_3
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Application of Big Data Technology in Business Management,2-s2.0-85142431269,10.1117/12.2653082
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Microblogging Environment Simulator: An Ethical Approach,2-s2.0-85141876231,10.1007/978-3-031-18192-4_38
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Constructive Post-Quantum Reductions,2-s2.0-85141695862,10.1007/978-3-031-15982-4_22
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,CHIP and CRISP: Protecting All Parties Against Compromise Through Identity-Binding PAKEs,2-s2.0-85141692881,10.1007/978-3-031-15979-4_23
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,A Combinatorial Study of Async/Await Processes,2-s2.0-85140734485,10.1007/978-3-031-17715-6_12
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Analysis of the Impact of White Box Adversarial Attacks in ResNet While Classifying Retinal Fundus Images,2-s2.0-85140433883,10.1007/978-3-031-16364-7_13
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,From Images to Probabilistic Anatomical Shapes: A Deep Variational Bottleneck Approach,2-s2.0-85138991566,10.1007/978-3-031-16434-7_46
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Parallel Techniques for Variable Size Segmentation of Time Series Datasets,2-s2.0-85137991027,10.1007/978-3-031-15740-0_12
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,An introduction to biosensors,2-s2.0-85137457050,10.1016/B978-0-12-824008-3.00013-8
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,"Equational Unification and Matching, and Symbolic Reachability Analysis in Maude 3.2 (System Description)",2-s2.0-85135868866,10.1007/978-3-031-10769-6_31
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Artificial Intelligence Based Techniques for Underwater Image Restoration and Enhancement,2-s2.0-85135081198,10.1007/978-981-19-1122-4_57
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Memory Efficient Deep Neural Network Training,2-s2.0-85133029474,10.1007/978-3-031-06156-1_41
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Robustness on Diverse Data Disturbance Levels of Tabu Search for a Single Machine Scheduling,2-s2.0-85131962409,10.1007/978-3-031-06746-4_1
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Digital Divide and External Trade Liberalization in the MENA Region: A Theoretical and Empirical Investigations,2-s2.0-85131806357,10.1007/978-3-030-92133-0_6
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Towards Human-centric AutoML via Logic and Argumentation,2-s2.0-85130740902,
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Frequency Domain Modeling of an IPMC-Based Artificial Eukaryotic Flagellum Swimming Robot,2-s2.0-85129832852,10.1007/978-3-031-04383-3_6
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Introduction to Mid-infrared Fluoride and Chalcogenide Glasses and Fibers,2-s2.0-85129715870,10.1007/978-981-16-7941-4_1
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Bank Statements to Network Features: Extracting Features Out of Time Series Using Visibility Graph,2-s2.0-85128745456,10.1007/978-3-031-01333-1_22
